CODGL;Viv;Pob;Viv_par;Pob_viv_part;Viv_col;Pob_viv_col;Pob_sit_calle
500084;20.923;63.724;20.909;63.589;14;135;.
500091;13.523;39.869;13.506;39.752;17;104;13
500098;44.496;139.792;44.475;139.406;21;386;.
500105;81.403;215.020;81.285;213.204;118;1.816;.
500112;6.484;19.382;6.483;19.379;1;3;.
500119;19.807;60.171;19.769;59.972;38;198;1
500126;13.249;41.280;13.233;41.168;16;109;3
540007;12.613;34.979;12.604;34.906;9;73;.
540014;1.828;5.081;1.826;5.074;2;7;.
540021;3.046;8.928;3.041;8.914;5;14;.
540028;541;1.609;541;1.609;.;.;.
540035;7.368;20.475;7.361;20.433;7;42;.
540042;5.331;14.170;5.328;14.167;3;3;.
540049;6.424;18.857;6.423;18.851;1;6;.
540053;2.375;6.451;2.372;6.424;3;27;.
540056;1.108;2.907;1.108;2.907;.;.;.
540063;6.501;18.112;6.499;18.037;2;75;.
540070;849;1.925;849;1.925;.;.;.
540077;378;1.414;376;1.116;2;298;.
540084;756;2.077;756;2.077;.;.;.
540091;274;654;274;654;.;.;.
540098;3.040;8.229;3.040;8.229;.;.;.
540105;221;520;221;520;.;.;.
540112;20.909;63.520;20.903;63.439;6;81;.
540119;122.396;328.879;122.332;327.539;64;1.282;58
540126;3.012;8.507;3.005;8.462;7;45;.
540133;662;1.841;662;1.841;.;.;.
540140;2.330;7.295;2.328;7.292;2;3;.
540147;883;2.757;878;2.744;5;13;.
540154;27.345;75.692;27.322;75.128;23;559;5
540161;1.362;3.892;1.361;3.877;1;15;.
540168;729;2.092;729;2.092;.;.;.
540175;5.527;14.920;5.514;14.838;13;82;.
540182;6.883;19.770;6.878;19.738;5;32;.
540189;4.083;10.880;4.083;10.880;.;.;.
540196;9.435;27.166;9.434;27.137;1;29;.
540203;18.724;49.994;18.722;49.938;2;56;.
540210;6.619;19.237;6.614;19.215;5;22;.
540217;19.545;54.903;19.486;54.680;59;223;.
540224;2.702;8.065;2.702;8.065;.;.;.
540231;6.082;17.891;6.080;17.878;2;13;.
540238;403;1.103;403;1.103;.;.;.
540245;824;1.989;824;1.989;.;.;.
540252;400;1.057;400;1.057;.;.;.
540259;2.370;6.148;2.369;6.024;1;124;.
540266;1.105;3.183;1.105;3.183;.;.;.
540273;791;2.214;791;2.214;.;.;.
540280;12.260;32.289;12.254;32.007;6;282;.
540287;727;1.814;727;1.814;.;.;.
540294;2.512;6.506;2.512;6.506;.;.;.
540301;1.829;5.346;1.829;5.346;.;.;.
540308;3.518;9.974;3.518;9.974;.;.;.
540315;936;3.028;936;3.028;.;.;.
540322;9.098;23.526;9.085;23.265;13;261;.
540329;1.572;4.048;1.571;4.047;1;1;.
540336;1.082;3.094;1.082;3.094;.;.;.
540343;9.022;26.027;9.013;25.983;9;44;.
540350;3.625;9.548;3.623;9.543;2;5;.
540357;3.303;9.986;3.301;9.981;2;5;.
540364;3.662;10.570;3.661;10.567;1;3;.
540371;1.314;3.655;1.314;3.654;.;.;1
540378;539;1.334;538;1.331;1;3;.
540385;1.934;5.772;1.931;5.739;3;33;.
540392;1.161;3.701;1.161;3.701;.;.;.
540399;29.555;77.803;29.515;76.875;40;918;10
540406;2.344;6.473;2.337;6.452;7;21;.
540413;860;2.407;859;2.403;1;4;.
540420;222;710;222;710;.;.;.
540427;1.604;3.861;1.602;3.858;2;3;.
540434;391;1.092;391;1.092;.;.;.
540441;2.658;7.176;2.655;7.154;3;22;.
540448;944;2.626;944;2.626;.;.;.
540455;10.146;27.581;10.130;27.480;16;101;.
540462;5.111;14.073;5.103;14.023;8;50;.
540469;2.082;6.275;2.079;6.251;3;24;.
540476;818;2.226;817;2.223;1;3;.
540483;1.366;3.582;1.366;3.582;.;.;.
540490;755;2.138;754;2.084;1;54;.
540497;5.692;15.557;5.687;15.191;5;366;.
540501;2.559;8.039;2.556;7.989;3;50;.
540504;9.244;26.762;9.235;26.701;9;61;.
540511;3.174;8.367;3.174;8.367;.;.;.
540518;3.909;8.536;3.909;8.536;.;.;.
540525;5.170;13.988;5.167;13.974;3;14;.
580000;9.393;16.221;9.385;16.146;8;75;.
580007;2.372;6.005;2.369;5.950;3;55;.
580014;2.989;6.511;2.986;6.495;3;16;.
580021;4.237;10.891;4.237;10.891;.;.;.
580028;429;1.213;427;1.208;2;5;.
580035;1.500;3.940;1.499;3.937;1;3;.
580042;18.286;49.039;18.281;48.981;5;58;.
580049;15.476;40.418;15.472;40.305;4;113;.
580056;114.719;289.527;114.666;288.832;53;682;13
580063;5.921;16.046;5.913;15.920;8;126;.
580070;20.257;52.433;20.248;52.370;9;63;.
580077;4.308;11.733;4.305;11.212;3;521;.
580084;799;1.581;798;1.580;1;1;.
580091;1.785;4.275;1.785;4.275;.;.;.
580098;6.024;15.655;6.018;15.593;6;62;.
580105;454;1.026;454;1.026;.;.;.
580112;6.907;19.108;6.892;18.989;15;119;.
580119;15.463;37.381;15.460;37.352;3;29;.
580126;2.320;6.309;2.318;6.307;2;2;.
580133;6.139;14.422;6.135;14.369;4;53;.
580140;1.510;3.669;1.510;3.669;.;.;.
580147;542;1.144;542;1.144;.;.;.
580154;880;1.705;880;1.705;.;.;.
580161;313;714;313;714;.;.;.
580168;567;1.063;563;1.059;4;4;.
580175;566;1.136;564;1.134;2;2;.
580182;705;1.720;704;1.719;1;1;.
580189;469;941;468;911;1;30;.
580196;693;1.439;691;1.434;2;5;.
580203;1.841;3.448;1.836;3.432;5;16;.
580210;9.502;24.304;9.500;24.298;2;6;.
580217;2.041;4.216;2.041;4.216;.;.;.
580224;494;1.069;493;1.068;1;1;.
580231;2.379;6.218;2.378;6.216;1;2;.
580238;1.238;3.382;1.236;3.365;2;17;.
580245;14.811;40.698;14.797;40.558;14;140;.
580252;1.802;2.296;1.800;2.280;2;16;.
585014;123;223;123;223;.;.;.
585021;144;242;144;242;.;.;.
585028;70;210;70;210;.;.;.
585035;184;427;184;427;.;.;.
585042;151;329;151;329;.;.;.
585049;99;214;99;214;.;.;.
585056;263;564;263;564;.;.;.
585063;268;549;268;549;.;.;.
585070;319;761;319;761;.;.;.
585077;113;269;113;269;.;.;.
585084;374;728;374;728;.;.;.
585091;317;698;317;698;.;.;.
585098;201;332;201;332;.;.;.
585105;76;188;76;188;.;.;.
585112;215;430;215;430;.;.;.
585119;214;376;214;376;.;.;.
585126;111;137;111;137;.;.;.
585133;107;254;107;254;.;.;.
585140;199;510;199;510;.;.;.
585147;166;302;166;302;.;.;.
585154;78;175;78;175;.;.;.
620000;2.580;3.993;2.578;3.983;2;10;.
620007;435;817;434;816;1;1;.
620014;25.360;60.903;25.341;60.267;19;636;.
620021;1.775;4.721;1.775;4.721;.;.;.
620028;5.579;13.657;5.575;13.588;4;69;.
620035;703;1.923;702;1.922;1;1;.
620042;571;1.525;571;1.525;.;.;.
620049;3.811;9.991;3.807;9.949;4;42;.
620056;3.460;8.147;3.453;8.087;7;60;.
620063;452;1.119;451;1.100;1;19;.
620070;10.743;24.303;10.730;24.252;13;51;.
620077;58.063;136.528;57.986;135.934;77;562;32
620084;2.903;7.156;2.898;7.125;5;31;.
620091;11.967;31.941;11.963;31.877;4;64;.
620098;1.169;3.525;1.169;3.525;.;.;.
620105;9.251;24.220;9.246;24.195;5;25;.
620112;2.735;7.571;2.735;7.571;.;.;.
620119;1.974;5.197;1.973;5.196;1;1;.
620126;10.854;27.615;10.851;27.601;3;14;.
620133;40.822;105.647;40.817;105.510;5;137;.
620140;756;2.344;756;2.344;.;.;.
620147;1.546;4.614;1.544;4.608;2;6;.
620154;5.996;15.808;5.995;15.788;1;20;.
620161;44.483;109.366;44.464;108.891;19;471;4
620168;3.239;8.765;3.235;8.705;4;60;.
620175;1.162;3.211;1.162;3.211;.;.;.
620182;12.954;33.121;12.948;33.025;6;96;.
620189;564;1.142;563;1.131;1;11;.
620196;1.034;1.718;1.031;1.692;3;26;.
620203;266;593;266;593;.;.;.
620210;7.010;16.309;7.004;16.251;6;58;.
620217;762;1.803;762;1.803;.;.;.
620224;524;1.124;524;1.124;.;.;.
620231;12.537;26.718;12.483;26.511;54;197;10
620238;4.917;9.076;4.913;8.956;4;120;.
620245;1.333;3.610;1.328;3.591;5;19;.
620252;3.168;8.171;3.163;8.118;5;53;.
620259;1.756;4.243;1.753;4.218;3;25;.
620266;1.126;2.901;1.122;2.833;4;68;.
620273;2.502;5.943;2.498;5.879;4;36;28
625014;830;2.100;830;2.100;.;.;.
625028;387;851;387;851;.;.;.
625035;49;125;49;125;.;.;.
625042;118;264;118;264;.;.;.
625049;48;92;48;92;.;.;.
625056;478;609;478;609;.;.;.
625063;227;284;227;284;.;.;.
625070;186;344;186;344;.;.;.
625077;120;186;120;186;.;.;.
625084;52;86;52;86;.;.;.
625098;110;292;110;292;.;.;.
625105;225;413;225;413;.;.;.
625112;350;889;350;889;.;.;.
625119;94;128;94;128;.;.;.
625126;75;121;75;121;.;.;.
625133;12;9;12;9;.;.;.
625140;40;65;40;65;.;.;.
625147;117;171;117;171;.;.;.
625154;103;85;103;85;.;.;.
625161;186;183;186;183;.;.;.
625168;51;120;51;120;.;.;.
625175;42;80;42;80;.;.;.
625182;54;57;54;57;.;.;.
625189;64;100;64;100;.;.;.
625196;126;265;125;262;1;3;.
625203;46;84;46;84;.;.;.
625210;98;109;98;109;.;.;.
625217;63;167;62;162;1;5;.
625224;161;384;161;384;.;.;.
625231;59;99;59;99;.;.;.
625238;120;142;120;142;.;.;.
625245;117;137;117;137;.;.;.
625252;57;94;57;94;.;.;.
625259;102;187;102;187;.;.;.
625266;196;367;196;367;.;.;.
660007;3.465;11.669;3.456;11.603;9;66;.
660014;4.498;13.877;4.496;13.873;2;4;.
660021;1.768;7.244;1.767;6.602;1;642;.
660028;6.995;22.660;6.995;22.660;.;.;.
660035;3.908;14.720;3.904;14.704;4;16;.
660042;2.874;6.791;2.866;6.775;8;16;.
660049;937;2.157;934;2.153;3;4;.
660056;5.976;17.829;5.973;17.822;3;7;.
660063;190.754;594.772;190.649;591.113;105;3.432;227
660070;9.995;32.932;9.991;32.890;4;42;.
660077;12.866;41.646;12.857;41.412;9;234;.
660084;3.964;14.303;3.963;14.301;1;2;.
660091;3.289;10.537;3.286;10.523;3;14;.
660098;4.329;14.192;4.329;14.192;.;.;.
660105;2.678;8.885;2.678;8.885;.;.;.
660112;2.479;7.822;2.479;7.822;.;.;.
660119;11.679;39.459;11.677;39.039;2;420;.
660126;5.371;17.325;5.369;17.301;2;24;.
660133;9.551;31.979;9.550;31.977;1;2;.
660140;896;2.983;896;2.983;.;.;.
660147;6.319;19.142;6.318;19.108;1;34;.
660154;8.338;26.995;8.332;26.953;6;42;.
660161;24.892;79.580;24.876;79.126;16;454;.
660168;1.412;3.491;1.412;3.491;.;.;.
660175;1.681;4.177;1.680;4.176;1;1;.
660182;798;1.941;797;1.940;1;1;.
660189;2.025;4.525;2.023;4.511;2;14;.
660196;2.976;7.774;2.968;7.735;8;39;.
660203;788;2.054;786;2.049;2;5;.
660210;1.144;3.671;1.141;3.661;3;10;.
660217;550;1.480;547;1.472;3;8;.
660224;694;1.789;694;1.789;.;.;.
660231;2.071;5.695;2.068;5.683;3;12;.
660238;1.199;3.205;1.199;3.205;.;.;.
660245;2.218;6.853;2.218;6.853;.;.;.
660252;132;329;132;329;.;.;.
660259;3.249;10.105;3.247;10.094;2;11;.
660266;11.327;35.598;11.315;35.396;12;202;.
660273;924;2.722;924;2.722;.;.;.
660280;852;2.542;850;2.538;2;4;.
660287;979;3.098;975;3.086;4;12;.
660290;1.018;3.648;1.018;3.648;.;.;.
660294;5.355;19.572;5.350;19.527;5;45;.
660301;3.784;12.857;3.781;12.832;3;25;.
660308;8.371;29.653;8.369;29.645;2;8;.
660315;27.752;91.215;27.722;90.368;30;847;.
660322;1.168;3.697;1.167;3.695;1;2;.
660329;4.262;12.401;4.258;12.373;4;19;9
660336;3.818;10.353;3.818;10.335;.;.;18
660343;4.405;15.359;4.404;15.354;1;5;.
660350;1.401;3.149;1.400;3.148;1;1;.
660357;10.154;30.660;10.146;30.602;8;58;.
660364;8.462;23.216;8.461;23.205;1;11;.
660371;8.214;27.812;8.209;27.756;5;56;.
660378;746;2.150;744;2.148;2;2;.
660385;637;1.882;636;1.880;1;2;.
660392;1.595;3.766;1.587;3.751;8;15;.
660399;1.077;2.007;1.075;2.005;2;2;.
660406;1.421;2.978;1.421;2.978;.;.;.
660413;1.809;4.428;1.809;4.428;.;.;.
700007;9.519;31.284;9.518;31.281;1;3;.
700014;3.191;10.176;3.190;10.172;1;4;.
700021;4.051;11.034;4.038;10.667;13;367;.
700028;47.638;115.390;47.613;114.849;25;491;50
700035;12.895;44.047;12.887;44.017;8;30;.
700042;29.072;105.627;29.069;103.772;3;1.855;.
700049;3.725;8.845;3.720;8.826;5;19;.
700056;9.293;25.297;9.283;25.269;10;28;.
700063;3.538;12.514;3.537;12.498;1;16;.
700070;21.046;72.915;21.041;72.879;5;36;.
700077;41.464;136.617;41.458;136.582;6;34;1
700084;31.912;101.666;31.904;101.334;8;332;.
700091;4.199;15.037;4.199;15.037;.;.;.
700098;19.300;62.729;19.294;62.697;6;32;.
700105;8.254;27.188;8.254;27.188;.;.;.
700112;2.304;6.454;2.304;6.454;.;.;.
700119;3.843;8.526;3.799;8.425;44;101;.
700126;5.861;20.824;5.861;20.824;.;.;.
700133;2.434;6.683;2.433;6.674;1;9;.
740000;9.501;19.107;9.495;18.829;6;278;.
740007;1.179;3.923;1.179;3.923;.;.;.
740014;1.126;2.559;1.126;2.559;.;.;.
740021;3.537;9.410;3.536;9.398;1;12;.
740028;2.289;5.239;2.288;5.238;1;1;.
740035;144;290;144;290;.;.;.
740038;315;574;315;574;.;.;.
740039;2.319;3.105;2.318;3.104;1;1;.
740042;3.315;8.585;3.314;8.584;1;1;.
740049;2.462;6.312;2.461;6.311;1;1;.
740056;1.534;4.247;1.530;4.216;4;31;.
740063;2.510;6.666;2.508;6.663;2;3;.
740070;3.989;11.807;3.987;11.799;2;8;.
740073;22;65;22;65;.;.;.
740077;49.073;132.262;49.059;132.076;14;186;.
740084;1.361;4.004;1.361;4.004;.;.;.
740091;1.141;3.037;1.141;3.037;.;.;.
740095;1.767;4.163;1.766;4.143;1;20;.
740098;2.992;7.182;2.992;7.182;.;.;.
740105;10.986;24.958;10.983;24.919;3;39;.
740108;111;403;111;403;.;.;.
740112;1.393;3.001;1.393;3.001;.;.;.
740119;7.011;19.696;6.998;19.614;13;82;.
740126;7.074;21.873;7.071;21.862;3;11;.
740130;2.013;3.963;2.012;3.953;1;10;.
740133;73.330;206.921;73.305;206.114;25;803;4
740140;430;982;430;982;.;.;.
746007;330;568;330;568;.;.;.
746014;267;766;267;766;.;.;.
746021;667;1.221;667;1.221;.;.;.
746028;689;1.184;688;1.176;1;8;.
746035;204;377;203;374;1;3;.
746049;475;1.448;475;1.448;.;.;.
746063;184;417;184;417;.;.;.
746070;1.267;3.188;1.267;3.188;.;.;.
746077;275;665;275;665;.;.;.
746084;158;315;158;315;.;.;.
746091;95;202;95;202;.;.;.
746098;382;886;382;886;.;.;.
746105;746;2.217;746;2.217;.;.;.
746112;128;158;128;158;.;.;.
746119;117;318;117;318;.;.;.
746126;185;390;184;380;1;10;.
746133;170;360;170;360;.;.;.
746140;32;88;32;88;.;.;.
746147;297;810;297;810;.;.;.
746154;413;976;413;976;.;.;.
746161;99;275;99;275;.;.;.
746168;175;467;175;467;.;.;.
746175;197;635;197;635;.;.;.
746182;346;986;345;977;1;9;.
746189;96;313;96;313;.;.;.
746196;715;1.727;715;1.727;.;.;.
746210;278;680;278;680;.;.;.
746217;682;1.506;682;1.506;.;.;.
746224;48;149;48;149;.;.;.
746231;54;179;54;179;.;.;.
746238;138;376;138;376;.;.;.
746245;312;805;312;805;.;.;.
746252;267;801;267;801;.;.;.
746273;235;473;235;473;.;.;.
746280;120;352;120;352;.;.;.
746287;79;155;79;155;.;.;.
746294;45;122;45;122;.;.;.
746301;67;148;67;148;.;.;.
746308;57;178;57;178;.;.;.
746315;282;532;282;532;.;.;.
746322;150;322;150;322;.;.;.
780000;2.223;3.151;2.217;2.994;6;91;66
780007;3.814;9.313;3.811;9.278;3;35;.
780014;2.161;5.434;2.156;5.390;5;44;.
780021;21.910;56.556;21.899;56.310;11;246;.
780028;9.538;24.728;9.538;24.728;.;.;.
780035;10.256;25.346;10.249;25.194;7;152;.
780042;6.270;16.871;6.265;16.826;5;33;12
780049;46.055;116.000;46.025;115.585;30;415;.
780056;4.492;11.745;4.481;11.655;11;90;.
780063;3.907;9.493;3.905;9.478;2;15;.
780070;9.652;23.034;9.594;22.844;58;190;.
780074;987;1.866;982;1.861;5;5;.
780077;2.056;4.655;2.056;4.655;.;.;.
780084;3.144;7.875;3.137;7.852;7;23;.
780091;5.212;12.574;5.204;12.493;8;81;.
780098;2.070;5.385;2.062;5.343;8;33;9
785007;356;921;356;921;.;.;.
785014;325;809;323;807;2;2;.
785021;151;393;151;393;.;.;.
785035;197;415;195;408;2;7;.
785042;234;662;234;662;.;.;.
820007;5.193;12.973;5.186;12.939;7;34;.
820014;5.277;14.582;5.271;14.514;6;68;.
820021;5.594;14.480;5.587;14.371;7;107;2
820028;16.885;38.903;16.863;38.594;22;309;.
820035;3.518;10.091;3.510;9.967;8;124;.
820042;40.767;102.236;40.734;101.699;33;531;6
820045;2.612;6.265;2.611;6.240;1;25;.
820049;9.711;23.528;9.702;23.397;9;124;7
820056;19.263;52.759;19.248;52.576;15;183;.
820063;8.989;20.682;8.975;20.536;14;146;.
820070;8.675;19.301;8.666;19.172;9;129;.
820077;35.222;83.177;35.184;82.839;38;338;.
820084;4.368;9.836;4.360;9.757;8;79;.
820091;9.810;29.314;9.807;29.299;3;15;.
820095;2.577;7.454;2.577;7.454;.;.;.
820098;4.513;12.865;4.511;12.844;2;21;.
820105;3.380;8.708;3.380;8.708;.;.;.
820112;30.593;88.306;30.570;87.986;23;320;.
820119;7.426;19.657;7.423;19.628;3;29;.
820126;13.425;32.553;13.395;32.108;30;445;.
820133;4.859;11.736;4.854;11.676;5;60;.
820140;5.415;13.695;5.411;13.639;4;56;.
820142;6.332;19.060;6.329;19.016;3;44;.
820143;5.806;14.074;5.803;14.019;3;55;.
820147;164.737;408.572;164.604;405.264;133;3.206;102
820154;27.844;75.426;27.825;75.133;19;285;8
820158;6.644;14.425;6.643;14.393;1;32;.
820161;20.024;47.228;19.991;46.757;33;471;.
820168;5.047;12.397;5.038;12.322;9;74;1
820171;3.028;7.402;3.025;7.312;3;90;.
820175;6.572;17.057;6.563;17.006;9;51;.
820182;10.065;24.632;10.054;24.472;11;160;.
820189;16.001;38.390;15.992;38.284;9;106;.
820196;15.540;44.392;15.533;44.188;7;204;.
820203;10.980;32.459;10.974;32.389;6;70;.
820207;5.808;12.693;5.806;12.666;2;27;.
820210;456.342;1.037.710;456.040;1.030.069;302;7.368;273
820217;28.601;92.241;28.593;92.147;8;94;.
820224;6.599;16.443;6.590;16.360;9;83;.
820231;6.634;15.448;6.623;15.363;11;85;.
820233;3.604;9.335;3.600;9.315;4;20;.
820235;2.908;7.761;2.908;7.761;.;.;.
820237;3.511;9.208;3.506;9.168;5;40;.
820238;6.648;17.504;6.640;17.452;8;52;.
820245;7.220;21.643;7.212;19.499;8;2.144;.
820252;8.330;20.307;8.314;20.124;16;183;.
820256;3.939;9.656;3.934;9.620;5;36;.
820259;10.138;26.489;10.122;26.366;16;123;.
820266;11.724;30.948;11.718;30.792;6;156;.
820273;6.565;17.449;6.559;17.354;6;95;.
820280;6.386;18.536;6.384;18.498;2;38;.
820287;5.899;17.969;5.899;17.969;.;.;.
820294;14.118;30.785;14.113;30.680;5;105;.
820301;20.068;51.180;20.057;50.942;11;238;.
820308;5.005;12.510;4.996;12.424;9;86;.
820315;7.865;19.673;7.846;19.524;19;149;.
820322;2.571;5.876;2.569;5.855;2;21;.
820329;4.507;12.830;4.504;12.788;3;42;.
820336;8.257;22.747;8.257;22.747;.;.;.
822007;737;1.375;737;1.375;.;.;.
822014;1.270;2.869;1.268;2.857;2;12;.
822021;1.044;2.502;1.043;2.488;1;14;.
822028;3.308;7.387;3.300;7.319;8;68;.
822035;1.617;3.457;1.615;3.414;2;43;.
822042;1.097;2.127;1.096;2.104;1;23;.
822049;2.301;5.620;2.300;5.599;1;21;.
822056;3.112;7.479;3.110;7.444;2;35;.
822063;2.672;5.436;2.666;5.385;6;51;.
822070;880;1.908;880;1.908;.;.;.
822077;916;2.022;916;2.022;.;.;.
822084;1.066;2.298;1.064;2.268;2;30;.
822091;3.251;6.932;3.246;6.869;5;63;.
822098;858;2.033;858;2.033;.;.;.
822105;572;1.267;571;1.259;1;8;.
822112;662;1.475;662;1.475;.;.;.
822119;1.036;2.292;1.036;2.292;.;.;.
822126;98;208;98;208;.;.;.
822133;140;313;140;313;.;.;.
822140;827;1.936;827;1.936;.;.;.
822147;874;2.029;873;2.015;1;14;.
822154;131;375;131;375;.;.;.
822161;44;176;44;176;.;.;.
822168;130;285;130;285;.;.;.
822175;139;215;139;215;.;.;.
822182;34;88;34;88;.;.;.
822189;168;351;168;351;.;.;.
822196;138;457;138;457;.;.;.
822203;168;393;168;393;.;.;.
822210;153;366;153;366;.;.;.
822217;291;705;291;705;.;.;.
822224;383;1.006;383;1.006;.;.;.
822231;438;1.048;438;1.048;.;.;.
822238;66;153;66;153;.;.;.
822245;68;179;68;179;.;.;.
822252;100;253;100;253;.;.;.
822259;123;288;123;288;.;.;.
822266;49;157;49;157;.;.;.
822273;2.417;5.939;2.410;5.848;7;91;.
822280;975;2.738;975;2.738;.;.;.
822287;1.451;3.583;1.450;3.574;1;9;.
822294;2.173;5.013;2.168;4.864;5;149;.
822301;33;80;33;80;.;.;.
822308;747;1.971;746;1.948;1;23;.
822315;452;1.035;452;1.035;.;.;.
822322;60;164;60;164;.;.;.
822329;768;2.062;768;2.062;.;.;.
822336;183;506;183;506;.;.;.
822343;159;323;159;323;.;.;.
822357;954;2.067;953;2.057;1;10;.
822364;868;1.834;868;1.834;.;.;.
822371;591;1.553;591;1.553;.;.;.
822378;162;448;162;448;.;.;.
822385;701;1.586;701;1.586;.;.;.
822392;173;426;173;426;.;.;.
822399;138;258;138;258;.;.;.
822406;834;2.123;834;2.123;.;.;.
822413;3.230;7.714;3.227;7.680;3;34;.
822420;1.465;3.532;1.463;3.510;2;22;.
822427;322;679;322;679;.;.;.
822434;219;351;219;351;.;.;.
822441;2.670;7.184;2.668;7.148;2;36;.
822448;387;651;387;651;.;.;.
822455;613;1.374;613;1.374;.;.;.
822462;616;1.317;615;1.310;1;7;.
822469;496;996;496;996;.;.;.
822476;234;383;234;383;.;.;.
822483;1.445;3.296;1.437;3.204;8;92;.
822490;1.211;3.083;1.211;3.083;.;.;.
822497;879;2.110;879;2.110;.;.;.
822504;1.192;2.492;1.191;2.473;1;19;.
822511;336;628;336;628;.;.;.
822518;1.519;3.257;1.518;3.243;1;14;.
822525;478;1.057;477;1.023;1;34;.
822532;174;541;174;541;.;.;.
822539;2.482;4.951;2.479;4.897;3;54;.
822546;405;1.044;405;1.044;.;.;.
822553;3.591;10.184;3.589;10.164;2;20;.
822560;577;918;577;918;.;.;.
822567;3.241;7.830;3.241;7.830;.;.;.
822574;154;401;154;401;.;.;.
822581;966;1.965;966;1.965;.;.;.
822588;589;1.108;589;1.108;.;.;.
822595;405;973;405;973;.;.;.
822602;793;1.782;791;1.756;2;26;.
822609;1.063;1.976;1.062;1.954;1;22;.
822616;380;874;380;874;.;.;.
822623;915;2.149;914;2.131;1;18;.
822630;410;898;410;898;.;.;.
822637;824;2.065;823;2.047;1;18;.
822644;3.040;5.968;3.037;5.938;3;30;.
822651;2.114;4.805;2.111;4.792;3;13;.
822658;225;569;225;569;.;.;.
822665;460;1.171;459;1.155;1;16;.
822672;186;426;186;426;.;.;.
822679;828;2.082;827;2.068;1;14;.
822686;1.841;4.131;1.838;4.073;3;58;.
822693;1.225;2.587;1.221;2.461;4;126;.
822700;281;522;281;522;.;.;.
822707;1.706;4.039;1.706;4.039;.;.;.
822714;658;1.163;657;1.154;1;9;.
822721;175;313;175;313;.;.;.
822728;2.335;5.403;2.334;5.400;1;3;.
822735;1.838;3.692;1.837;3.688;1;4;.
822742;2.055;4.744;2.054;4.735;1;9;.
822749;2.887;6.674;2.885;6.651;2;23;.
822756;2.595;6.178;2.593;6.140;2;38;.
822763;539;1.432;538;1.422;1;10;.
822770;334;938;334;938;.;.;.
822777;319;787;319;787;.;.;.
822784;508;1.421;508;1.421;.;.;.
822791;274;746;274;746;.;.;.
822805;587;1.700;587;1.700;.;.;.
822808;277;877;277;877;.;.;.
822812;369;989;369;989;.;.;.
822819;599;1.494;599;1.494;.;.;.
822826;971;2.573;969;2.569;2;4;.
822833;584;1.728;584;1.728;.;.;.
822840;595;1.487;595;1.487;.;.;.
822847;182;549;181;543;1;6;.
822854;1.060;3.167;1.060;3.167;.;.;.
822861;1.050;2.963;1.048;2.941;2;22;.
822868;1.334;3.331;1.334;3.331;.;.;.
822875;1.813;5.500;1.811;5.474;2;26;.
822882;540;1.349;539;1.344;1;5;.
822889;538;1.309;535;1.206;3;103;.
822896;379;924;379;924;.;.;.
822903;2.415;6.266;2.411;6.212;4;54;.
822910;285;505;285;505;.;.;.
822917;3.137;5.835;3.129;5.671;8;164;.
822924;3.091;4.142;3.091;4.142;.;.;.
822931;1.184;2.543;1.183;2.529;1;14;.
822938;1.492;4.090;1.490;4.087;2;3;.
822945;1.370;3.252;1.368;3.232;2;20;.
822952;782;1.628;782;1.628;.;.;.
822959;2.483;4.810;2.483;4.810;.;.;.
822966;81;128;81;128;.;.;.
822973;196;442;196;442;.;.;.
822980;518;1.155;518;1.155;.;.;.
822987;499;1.134;497;1.028;2;106;.
822994;1.129;2.710;1.127;2.685;2;25;.
823001;3.665;10.037;3.663;9.953;2;84;.
823008;2.008;4.969;2.006;4.966;2;3;.
823036;178;405;178;405;.;.;.
823043;113;272;113;272;.;.;.
823050;144;296;144;296;.;.;.
823057;779;1.828;779;1.828;.;.;.
823064;188;346;188;346;.;.;.
823071;1.114;2.575;1.112;2.542;2;33;.
823078;2.547;6.472;2.544;6.406;3;66;.
823085;415;875;415;875;.;.;.
823092;167;550;167;550;.;.;.
823099;2.243;5.396;2.238;5.320;5;76;.
823106;27;82;27;82;.;.;.
823113;108;186;108;186;.;.;.
823120;620;1.440;620;1.440;.;.;.
823127;182;489;182;489;.;.;.
823134;373;760;373;760;.;.;.
823141;355;966;355;966;.;.;.
823148;355;763;355;763;.;.;.
823155;2.173;5.402;2.172;5.310;1;92;.
823162;1.122;2.787;1.121;2.773;1;14;.
823169;397;902;397;902;.;.;.
823176;305;495;305;495;.;.;.
823183;160;221;160;221;.;.;.
823190;649;1.594;648;1.590;1;4;.
823197;491;1.147;491;1.147;.;.;.
823204;489;1.297;488;1.288;1;9;.
823211;1.018;2.616;1.017;2.607;1;9;.
823218;386;993;386;993;.;.;.
823232;147;380;147;380;.;.;.
823239;1.424;3.149;1.422;3.115;2;34;.
823246;49;152;49;152;.;.;.
823253;81;164;81;164;.;.;.
823260;821;1.815;819;1.795;2;20;.
823267;674;1.778;673;1.761;1;17;.
823274;40;120;40;120;.;.;.
823281;133;307;133;307;.;.;.
823288;499;1.106;499;1.106;.;.;.
823295;738;1.967;738;1.967;.;.;.
823302;17;48;17;48;.;.;.
823309;338;810;338;810;.;.;.
823316;106;292;106;292;.;.;.
823323;486;1.030;486;1.030;.;.;.
823330;377;744;377;744;.;.;.
823337;408;1.103;408;1.103;.;.;.
823344;2.584;6.531;2.583;6.529;1;2;.
823351;2.495;5.737;2.487;5.648;8;89;.
823358;163;379;162;366;1;13;.
